UAI,Nom,Type,Statut,Adresse,Code_Postal,Commune,Téléphone,Mail,REP ?,Circo 1er degre,latitude,longitude,Réseau
0040317Y,École primaire des Charpentiers (Theze),École,Public,chemin des Charpentiers,4200,Thèze,04 92 62 17 91,ce.0040317Y@ac-aix-marseille.fr,,Sisteron,44.31959464439415,5.92118008962058,Bléone Durance
0040318Z,École primaire Thoard,École,Public,chemin de Siron,4380,Thoard,04 92 34 66 22,ce.0040318Z@ac-aix-marseille.fr,,Digne les Bains,44.15006339307271,6.149380139561404,Bléone Durance
0040320B,École primaire Fernand Gilly (les Thuiles),École,Public,place Fernand Gilly,4400,Les Thuiles,04 92 81 91 59,ce.0040320B@ac-aix-marseille.fr,,Sisteron,44.39382846913748,6.57272032321042,Porte des Alpes
0040322D,École primaire Turriers,École,Public,Lotissement Pré Domenge,4250,Turriers,04 92 55 17 76,ce.0040322D@ac-aix-marseille.fr,,Sisteron,44.39981286294604,6.170746716888841,Bléone Durance
0040325G,École primaire Molanes,École,Public,Praloup 1500,4400,Uvernet-Fours,04 92 84 14 53,ce.0040325G@ac-aix-marseille.fr,,Sisteron,44.361282242111855,6.61553954670141,Porte des Alpes
0040326H,École primaire Vacheres,École,Public,chemin des Batarins,4110,Vachères,04 92 75 61 16,ce.0040326H@ac-aix-marseille.fr,,Sisteron Sud,43.93115153650964,5.637126458559942,Giono
0040327J,École élémentaire Valbelle,École,Public,60 place de l'École,4200,Valbelle,04 92 81 00 83,ce.0040327J@ac-aix-marseille.fr,,Sisteron,44.14796310720664,5.88425109141497,Bléone Durance
0040328K,École élémentaire Valensole,École,Public,la Baisse de Ste Anne,4210,Valensole,04 92 74 89 47,ce.0040328K@ac-aix-marseille.fr,,Manosque,43.84328183738706,5.982329669383772,Giono
0040330M,École maternelle Valensole,École,Public,la Baisse Sainte-Anne,4210,Valensole,04 92 74 82 49,ce.0040330M@ac-aix-marseille.fr,,Manosque,43.83997091141256,5.9835005377873385,Giono
0040331N,École élémentaire Valernes,École,Public,le village,4200,Valernes,04 92 62 12 29,ce.0040331N@ac-aix-marseille.fr,,Sisteron,44.26226623245096,5.960520374710153,Bléone Durance
0040332P,École maternelle Vaumeilh,École,Public,montée du Château,4200,Vaumeilh,04 92 62 12 51,ce.0040332P@ac-aix-marseille.fr,,Sisteron,44.28838413115661,5.95786016541649,Bléone Durance
0040334S,École maternelle les Tourniaires (Venterol),École,Public,les Gaillaches,5130,Venterol,04 92 54 32 19,ce.0040334S@ac-aix-marseille.fr,,Sisteron,44.468710645709336,6.098358015740563,Porte des Alpes
0040338W,École élémentaire Villeneuve,École,Public,rue des Rosiers,4180,Villeneuve,04 92 78 41 48,ce.0040338W@ac-aix-marseille.fr,,Manosque,43.892005346153965,5.863309873679815,Giono
0040339X,École maternelle Lot la Massotte,École,Public,Lotissement la Massotte,4180,Villeneuve,04 92 78 40 31,ce.0040339X@ac-aix-marseille.fr,,Manosque,43.890513078202446,5.86472055814872,Giono
0040341Z,École élémentaire publique Pôle enfant de Volonne,École,Public,2 place du Pôle Enfance,4290,Volonne,04 92 64 08 19,ce.0040341Z@ac-aix-marseille.fr,,Sisteron Sud,44.110878249672254,6.012890560183637,Bléone Durance
0040342A,École maternelle Cours Jacques Paulon,École,Public,32 route de l'Escale,4290,Volonne,04 92 64 33 31,ce.0040342A@ac-aix-marseille.fr,,Sisteron Sud,44.11083617137693,6.012652056998462,Bléone Durance
0040344C,École élémentaire publique René Cassin,École,Public,chemin Saint-Jean,4130,Volx,04 92 78 45 97,ce.0040344C@ac-aix-marseille.fr,,Manosque,43.87568165335468,5.8401194119496695,Giono
0040345D,École maternelle Saint Lazare,École,Public,allée de Provence,4100,Manosque,04 92 87 47 36,ce.0040345D@ac-aix-marseille.fr,,Manosque,43.83116981478009,5.787270490751145,Giono
0040346E,École primaire le Pigeonnier,École,Public,14 avenue des Thermes le Pigeonnier,4000,Digne-les-Bains,04 92 31 17 25,ce.0040346E@ac-aix-marseille.fr,,Digne les Bains,44.08966704548862,6.247805425908858,Bléone Durance
0040351K,École maternelle Alphonse Daudet,École,Public,rue Maréchal Leclerc,4130,Volx,04 92 78 45 38,ce.0040351K@ac-aix-marseille.fr,,Manosque,43.87657270145307,5.84355982047772,Giono
0040353M,École primaire publique Christine Granville,École,Public,2 avenue Maréchal Juin,4000,Digne-les-Bains,04 92 91 17 26,ce.0040353M@ac-aix-marseille.fr,,Digne les Bains,44.08503467758081,6.226219825507402,Bléone Durance
0040354N,École primaire Entrevaux,École,Public,rue de l'Orbitelle,4320,Entrevaux,04 93 05 45 37,ce.0040354N@ac-aix-marseille.fr,,Digne les Bains,43.9509026104366,6.811929856581092,Bléone Durance
0040355P,École primaire Place de l’Église (Mane),École,Public,place des Frères,4300,Mane,04 92 75 27 38,ce.0040355P@ac-aix-marseille.fr,,Sisteron Sud,43.93677662002747,5.766690453183208,Giono
0040356R,École Elémentaire publique Seyne les Alpes,École,Public,94 Grand rue,4140,Seyne,04 92 35 39 97,ce.0040356R@ac-aix-marseille.fr,,Sisteron,44.35074512959213,6.353770617215711,Bléone Durance
0040366B,École primaire les Arches,École,Public,1 rue Louise Espié,4000,Digne-les-Bains,04 92 31 13 89,ce.0040366B@ac-aix-marseille.fr,,Digne les Bains,44.10275203433007,6.232400317260447,Bléone Durance
0040367C,École élémentaire Saint Lazare,École,Public,allée de Provence,4100,Manosque,04 92 87 47 40,ce.0040367C@ac-aix-marseille.fr,,Manosque,43.83096274951394,5.787621113570936,Giono
0040369E,École primaire les Tilleuls,École,Public,boulevard des Tilleuls,4100,Manosque,04 92 87 47 41,ce.0040369E@ac-aix-marseille.fr,,Manosque,43.83535082457608,5.783809726622591,Giono
0040371G,École maternelle Frédéric Mistral (Castellane),École,Public,avenue Frédéric Mistral,4120,Castellane,04 92 83 62 11,ce.0040371G@ac-aix-marseille.fr,,Digne les Bains,43.84593739424805,6.510930375253329,Bléone Durance
0040375L,École primaire Delaplane - le Thor,École,Public,12 avenue Saint-Domnin,4200,Sisteron,04 92 61 40 52,ce.0040375L@ac-aix-marseille.fr,,Sisteron,44.18468764946655,5.939030094058756,Bléone Durance
0040376M,École primaire Reillanne,École,Public,rue des Ecoles,4110,Reillanne,04 92 76 47 93,ce.0040376M@ac-aix-marseille.fr,,Sisteron Sud,43.880026399408855,5.6594906018624975,Giono
0040382U,Collège Henri Laugier,Collège,Public,17 avenue Cremieux,4300,Forcalquier,04 92 75 03 44,ce.0040382U@ac-aix-marseille.fr,,,43.96560370529058,5.778769588897667,Giono
0040383V,École primaire Jeanne Nevière,École,Public,rue André Malraux,4800,Gréoux-les-Bains,04 92 78 01 12,ce.0040383V@ac-aix-marseille.fr,,Manosque,43.75796619580787,5.88513031846814,Giono
0040386Y,École maternelle la Foun Souffle (Pierrevert),École,Public,avenue Gaston Berger,4860,Pierrevert,04 92 72 85 78,ce.0040386Y@ac-aix-marseille.fr,,Manosque,43.810076141595175,5.753209444996407,Giono
0040391D,École primaire Thorame Haute,École,Public,le village,4170,Thorame-Haute,04 92 83 93 43,ce.0040391D@ac-aix-marseille.fr,,Digne les Bains,44.096553171849976,6.554813992558271,Bléone Durance
0040394G,École maternelle Jean Proal,École,Public,72 rue du Marcheyer,4140,Seyne,04 92 35 00 86,ce.0040394G@ac-aix-marseille.fr,,Sisteron,44.35147910053775,6.356291496809299,Bléone Durance
0040400N,École élémentaire Élise et Célestin Freinet,École,Public,41 rue Victorin Maurel,4160,Château-Arnoux-Saint-Auban,04 92 64 02 41,ce.0040400N@ac-aix-marseille.fr,,Sisteron Sud,44.09368933943792,6.007319784702974,Bléone Durance
0040401P,École primaire Paul Langevin,École,Public,quartier les Lauzières,4160,Château-Arnoux-Saint-Auban,04 92 64 13 81,ce.0040401P@ac-aix-marseille.fr,,Sisteron Sud,44.08270263762503,6.002860564729579,Bléone Durance
0040402R,École élémentaire les Combes,École,Public,rue des Combes,4100,Manosque,04 92 87 47 44,ce.0040402R@ac-aix-marseille.fr,,Manosque,43.83509117637902,5.778173128046168,Giono
0040404T,École maternelle les Combes,École,Public,rue des Combes,4100,Manosque,04 92 87 47 45,ce.0040404T@ac-aix-marseille.fr,,Manosque,43.83465895407159,5.7783498994390605,Giono
0040419J,Collège André Honnorat,Collège,Public,1 rue André Honnorat,4400,Barcelonnette,04 92 80 70 10,ce.0040003G@ac-aix-marseille.fr,,,44.38855909210432,6.652749646236224,Porte des Alpes
0040420K,Collège Paul Arène,Collège,Public,13 avenue du Stade,4203,Sisteron,04 92 61 02 99,ce.0040420K@ac-aix-marseille.fr,,,44.18160066306098,5.945989683114227,Bléone Durance
0040433Z,École primaire le Moulin,École,Public,quartier Tivoli,4000,Digne-les-Bains,04 92 31 55 61,ce.0040433Z@ac-aix-marseille.fr,,Digne les Bains,44.08295042649533,6.215313454643479,Bléone Durance
0040434A,École élémentaire Groupe Pasteur,École,Public,7 boulevard des Tilleuls,4190,Les Mées,04 92 34 15 34,ce.0040434A@ac-aix-marseille.fr,,Sisteron Sud,44.03053603948272,5.975659423017898,Bléone Durance
0040435B,École élémentaire publique J Ferry,École,Public,2 rue Jules Ferry,4310,Peyruis,04 92 68 01 54,ce.0040435B@ac-aix-marseille.fr,,Sisteron Sud,44.03003589430095,5.940900036479071,Bléone Durance
0040436C,École maternelle les Plantiers,École,Public,rue Paul Arène,4100,Manosque,04 92 87 47 33,ce.0040436C@ac-aix-marseille.fr,REP,Manosque,43.82248199789307,5.784036014967043,Giono
0040441H,École primaire la Cine (Clumanc),École,Public,la Cine,4330,Clumanc,04 92 34 27 19,ce.0040441H@ac-aix-marseille.fr,,Digne les Bains,44.02349474340562,6.383360283055147,Bléone Durance
0040461E,Collège le Sacré-Coeur,Collège,Privé,2 avenue des Thermes,4000,Digne-les-Bains,04 92 30 58 60,sacrecoeur.secretariat@wanadoo.fr,,,44.091021688738685,6.240939940620932,Bléone Durance
0040462F,Collège Saint-Charles,Collège,Privé,11 boulevard Casimir Pelloutier,4100,Manosque,04 92 70 76 50,schsecretariat@wanadoo.fr,,,43.83417993074087,5.781210059786995,Giono
0040473T,École élémentaire publique Leon Espariat,École,Public,avenue Marcel André,4300,Forcalquier,04 92 75 29 77,ce.0040473T@ac-aix-marseille.fr,,Sisteron Sud,43.96180273972149,5.778479606022385,Giono
0040488J,École primaire Saint Pierre,École,Public,le village,6260,Saint-Pierre,04 93 05 60 02,ce.0040488J@ac-aix-marseille.fr,,Digne les Bains,43.91380009894442,6.9232987313410135,Bléone Durance
0040489K,École élémentaire d'Entrevennes,École,Public,route des Aires,4700,Entrevennes,04 92 78 79 00,ce.0040489K@ac-aix-marseille.fr,,Sisteron Sud,43.93773208916285,6.025010163956646,Giono
0040490L,Lycée Pierre-Gilles de Gennes,Lycée,Public,2 route de Champtercier,4990,Digne-les-Bains,04 92 36 71 90,ce.0040490L@ac-aix-marseille.fr,,,44.073765764120616,6.181939481637232,Bléone Durance
0040492N,École primaire Limans,École,Public,place de Mai,4300,Limans,04 92 73 18 87,ce.0040492N@ac-aix-marseille.fr,,Sisteron Sud,43.985061415246186,5.73135990348872,Giono
0040496T,Institut Avenir Provence,Lycée,Privé Hors Contrat,456 boulevard St Joseph,4100,Manosque,04 92 87 46 10,iap.manosque@iap.asso.fr,,,43.823176667672776,5.796719601266608,Giono
0040497U,École primaire Curbans,École,Public,complexe communal,5110,Curbans,04 92 54 24 09,ce.0040497U@ac-aix-marseille.fr,,Sisteron,44.42751213853119,6.035760048244838,Porte des Alpes
0040524Y,Collège Pierre Girardot,Collège,Public,26 chemin Alexandre Dumas,4220,Sainte-Tulle,04 92 79 42 10,ce.0040524y@ac-aix-marseille.fr,,Digne les Bains,43.78432525295496,5.760770214707838,Giono
0040533H,Lycée polyvalent les Iscles,Lycée,Public,116 boulevard Régis Ryckebush,4100,Manosque,04 92 73 41 10,ce.0040533h@ac-aix-marseille.fr,,,43.82993816386269,5.797810545041844,Giono
0040535K,Collège André Ailhaud,Collège,Public,rue Pierre Mendès France,4130,Volx,04 92 77 18 13,ce.0040535K@ac-aix-marseille.fr,,Digne les Bains,43.86965407358692,5.83826989658575,Giono
0040544V,École Internationale Provence Alpes Cote d'Azur,École,Public,159 avenue du Docteur Bernard Foussier,4100,Manosque,04 92 74 23 11,ce.0040544V@ac-aix-marseille.fr,,Manosque,43.8283070175745,5.8034000295051325,Giono
0040550B,École privée Vicenta esthétique et coiffure,Lycée,Privé Hors Contrat,rue des Entrepreneurs,4100,Manosque,04 92 74 19 76,vicenta.formation@orange.fr,,,43.8209223322228,5.794210256711617,Giono
0040581K,École élémentaire privé Hors Contrat Communauté de la Réconciliation,École,Privé Hors Contrat,lieu-dit,4200,Valernes,04 92 62 11 33,moulin@gdv-cor.org,,Privé Hors Contrat,44.26226619871097,5.960521626379292,Bléone Durance
0040587S,École Internationale Provence-Alpes-Côte d'Azur,Lycée,Public,159 avenue du Docteur Bernard Foussier,4102,Manosque,04 92 74 23 11,ce.0040587S@ac-aix-marseille.fr,,,43.82838173622962,5.804171136978848,Giono
0040587S,Collège International PACA,Collège,Public,159 avenue du Docteur Bernard Foussier,4100,Manosque,04 92 74 23 11,ce.0040587S@ac-aix-marseille.fr,,,43.82838173622962,5.804171136978848,Giono
0050003B,Lycée polyvalent d'altitude - Suzanne Joulié Roos,Lycée,Public,2 rue Marius Chancel,5105,Briançon,04 92 21 30 84,ce.0050003B@ac-aix-marseille.fr,,,44.89972590324557,6.639239590096141,Écrins
0050004C,Lycée Honoré Romane,Lycée,Public,route de Caleyère,5202,Embrun,04 92 43 11 00,ce.0050004C@ac-aix-marseille.fr,,,44.56908507085061,6.496330032867039,Écrins
0050005D,Lycée professionnel Alpes et Durance,Lycée,Public,quartier de la Robeyère,5200,Embrun,04 92 43 13 04,ce.0050005D@ac-aix-marseille.fr,,,44.556359738923646,6.486350055952641,Écrins
0050006E,Lycée Dominique Villars,Lycée,Public,place de Verdun,5010,Gap,04 92 52 26 91,ce.0050006E@ac-aix-marseille.fr,,,44.56149108856591,6.075719422362607,Porte des Alpes
0050007F,Lycée Aristide Briand,Lycée,Public,20 avenue Commandant Dumont,5007,Gap,04 92 52 28 05,ce.0050007f@ac-aix-marseille.fr,,,44.56598844041185,6.0848594244141525,Porte des Alpes
0050008G,Lycée professionnel Paul Héraud,Lycée,Public,25 chemin de Bonne,5000,Gap,04 92 53 74 84,ce.0050008G@ac-aix-marseille.fr,,,44.56873032424877,6.080200003613495,Porte des Alpes
0050009H,Lycée professionnel Sévigné,Lycée,Public,6 rue Jean Macé,5003,Gap,04 92 56 56 10,ce.0050009H@ac-aix-marseille.fr,,,44.56157076354455,6.074088095997575,Porte des Alpes
0050010J,Collège Centre,Collège,Public,place de Verdun,5010,Gap,04 92 52 55 40,ce.0050010J@ac-aix-marseille.fr,,,44.56098044735989,6.074839737462087,Porte des Alpes
0050012L,Agricampus Hautes-Alpes,Lycée,Public,127 route de Valserres,5000,Gap,04 92 51 04 36,legta.gap@educagri.fr,,,44.54066308546264,6.091216108562817,Porte des Alpes
0050013M,Collège des Hautes Vallées,Collège,Public,310 chemin du Queyron,5600,Guillestre,04 92 45 06 07,ce.0050013M@ac-aix-marseille.fr,,,44.662056226008666,6.654170315748365,Écrins
0050019U,Collège Vivian Maïer,Collège,Public,quartier de l'Enclos,5500,Saint-Bonnet,04 92 50 01 23,ce.0050019U@ac-aix-marseille.fr,,,44.67987112257961,6.078969435323396,Porte des Alpes
0050022X,Collège François Mitterrand,Collège,Public,boulevard Stendhal,5400,Veynes,04 92 57 23 38,ce.0050022X@ac-aix-marseille.fr,,,44.534916677889306,5.819979923564859,Porte des Alpes
0050023Y,Collège les Écrins,Collège,Public,route de Caleyère,5202,Embrun,04 92 43 11 00,ce.0050023Y@ac-aix-marseille.fr,,,44.56817446479054,6.494978984097453,Écrins
0050025A,Collège Achille Mauzan,Collège,Public,35 avenue Commandant Dumont,5007,Gap,04 92 53 58 57,ce.0050025A@ac-aix-marseille.fr,,,44.56589179766684,6.082739444206575,Porte des Alpes
0050027C,Lycée professionnel Pierre Mendès-France,Lycée,Public,4 place des Aires,5400,Veynes,04 92 57 23 45,ce.0050027C@ac-aix-marseille.fr,,,44.534378887598834,5.821319496478766,Porte des Alpes
0050035L,Lycée Saint-Joseph,Lycée,Privé,2 rue des Pins,5010,Gap,04 92 53 84 44,ce.0050035l@ac-aix-marseille.fr,,,44.56478394961064,6.0776594534504085,Porte des Alpes
0050039R,Lycée professionnel Pierre et Louis Poutrain,Lycée,Privé,rue de l'Église,5260,Saint-Jean-Saint-Nicolas,04 92 55 92 28,direction@lyceepoutrain.fr,,,44.670742968021415,6.215729985563872,Porte des Alpes
0050043V,Collège climatique Vauban,Collège,Public,10 chemin de la Tour,5105,Briançon,04 92 20 20 12,ce.0050043V@ac-aix-marseille.fr,,,44.9008748862092,6.638860152899207,Écrins
0050052E,École primaire St Michel de Chaillol,École,Public,1 lieu-dit Chaillol,5260,Saint-Michel-de-Chaillol,04 92 50 16 32,ce.0050052E@ac-aix-marseille.fr,,Gap St.Bonnet,44.67089996232114,6.171414305945013,Porte des Alpes
0050053F,École maternelle les Marrons,École,Public,le bourg,5260,Saint-Michel-de-Chaillol,04 92 50 08 97,ce.0050053F@ac-aix-marseille.fr,,Gap St.Bonnet,44.67882140589808,6.171986745891297,Porte des Alpes
0050057K,École élémentaire publique St Veran,École,Public,route,5350,Saint-Véran,04 92 45 85 60,ce.0050057K@ac-aix-marseille.fr,,Briançon,44.70083390239714,6.868560481560471,Écrins
0050063S,École primaire Savournon,École,Public,le bourg,5700,Savournon,04 92 67 13 70,ce.0050063S@ac-aix-marseille.fr,,Veynes,44.42079600468059,5.793818012690197,Porte des Alpes
0050065U,École primaire Sigoyer,École,Public,4 place de l'Eglise,5130,Sigoyer,04 92 57 91 12,ce.0050065u@ac-aix-marseille.fr,,Veynes,44.47720122915692,5.97668973264142,Porte des Alpes
0050066V,École élémentaire Theus,École,Public,1 lieu-dit les Graves,5190,Théus,04 92 54 62 53,ce.0050066V@ac-aix-marseille.fr,,Veynes,44.47558628529075,6.189359606940698,Porte des Alpes
0050067W,École élémentaire Trescléoux,École,Public,1 rue Trescleoux,5700,Trescléoux,04 92 66 28 75,ce.0050067W@ac-aix-marseille.fr,,Veynes,44.35473961713436,5.708500475737514,Porte des Alpes
0050069Y,École primaire Upaix-Rourebeau,École,Public,le bourg,5300,Upaix,04 92 65 72 00,ce.0050069Y@ac-aix-marseille.fr,REP,Veynes,44.31291186509114,5.891166263305643,Porte des Alpes
0050070Z,École élémentaire Val des Prés,École,Public,le bourg,5100,Val-des-Prés,04 92 20 38 92,ce.0050070Z@ac-aix-marseille.fr,,Briançon,44.94963502737533,6.678359563597977,Écrins
0050072B,École élémentaire Vallouise,École,Public,Vallouise,5290,Vallouise-Pelvoux,04 92 23 35 36,ce.0050072B@ac-aix-marseille.fr,,Briançon,44.84574029027705,6.490008860089107,Écrins
0050075E,École élémentaire Valserres,École,Public,1 rue,5130,Valserres,04 92 54 30 12,ce.0050075E@ac-aix-marseille.fr,,Gap Embrun,44.486987881537765,6.125749997248389,Porte des Alpes
0050076F,École primaire de Vars,École,Public,5 rue Sagne Fourne,5560,Vars,04 92 46 57 57,ce.0050076F@ac-aix-marseille.fr,,Briançon,44.60221935031249,6.694392371793732,Écrins
0050078H,École élémentaire Ventavon,École,Public,le bourg,5300,Ventavon,04 92 66 40 53,ce.0050078H@ac-aix-marseille.fr,,Veynes,44.37075577074332,5.90573012060006,Porte des Alpes
0050082M,École primaire les Vigneaux,École,Public,le bourg,5120,Les Vigneaux,04 92 23 17 40,ce.0050082M@ac-aix-marseille.fr,,Briançon,44.823652681571446,6.541759552690865,Écrins
0050089V,École primaire Baratier - St Sauveur,École,Public,le bourg,5200,Baratier,04 92 43 50 27,ce.0050089V@ac-aix-marseille.fr,,Gap Embrun,44.53833985905244,6.4929991950495,Écrins
0050090W,École primaire la Bâtie Neuve,École,Public,le bourg,5230,La Bâtie-Neuve,04 92 50 29 76,ce.0050090W@ac-aix-marseille.fr,,Gap Embrun,44.5661429643745,6.194828085061157,Porte des Alpes
